id,name,city,state,best_route,email,contact_form,facebook,instagram,phone,website,hours_verified,lounge,already_written_to
208,Estate Cigars & Social,St Petersburg,FL,contact form,,https://www.estatecigars.com/contact-us,https://www.facebook.com/p/Estate-Cigars-Social-100076061505609/,https://www.instagram.com/estatecigars_st.pete/,(727) 201-8123,estatecigars.com,yes,yes,
245,St. Pete Cigar Company,St Petersburg,FL,contact form,,https://stpetecigar.com/contact#,https://www.facebook.com/people/St-Pete-Cigar-Co/100057638552218/,,(727) 381-9027,stpetecigar.com,yes,yes,
224,Black Leaf Cigar and Wine Lounge,St. Petersburg,FL,email,info@blackleaflounge.com,,,,(727) 800-2102,blackleaflounge.com,yes,yes,
1912,Black Dog Cigar Bar,Stuart,FL,email,info@blackdogcigarbox.com,,,,(772) 287-5060,blackdogcigarbox.com,yes,yes,
6601,Cigars of Tally,Tallahassee,FL,contact form,,https://cigarsoftally.wordpress.com/contact#content,http://www.facebook.com/Cigarsoftally,,(850) 224-4277,cigarsoftally.wordpress.com,yes,,
6633,Jerry's Cigar Shop Northeast,Tallahassee,FL,email,jerryscigarshop@gmail.com,,,,(850) 894-3696,jerryscigarshop.com,yes,yes,
701,King Corona Cigars,Tampa,FL,email,info@kingcoronacigars.com,https://www.kingcoronacigars.com/contact,,,(813) 923-7982,kingcoronacigars.com,yes,yes,
709,Long Ash Cigars,Tampa,FL,contact form,,https://thelongashcigars.com/contact-us/,https://www.facebook.com/longashybor/,,(813) 374-0346,LongAshCigars.com,yes,yes,
704,Nicahabana Cigars,Tampa,FL,email,nicahabanacigars@gmail.com,,,,(813) 609-3474,Nicahabanacigar.com,yes,yes,
703,Sterling Cigar Lounge & Bar,Tampa,FL,email,info@sterlingcigarbar.com,,,,(813) 466-5723,sterlingcigarbar.com,yes,yes,
712,Tampa Sweethearts Cigar Co,Tampa,FL,contact form,,https://www.tampasweethearts.com/contact-us.aspx,http://www.facebook.com/tampasweethearts,,(813) 247-3880,tampasweethearts.com,yes,,
711,Ybor Cigars Plus,Tampa,FL,email,yborcigarsplus@gmail.com,,,,(813) 516-0531,yborcigarsplus.com,yes,yes,
351,Don Esteban Cigars,Tarpon Springs,FL,email,admin@donestebancigars.com,https://donestebancigars.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.7,https://facebook.com/donestebancigars02/,,(727) 366-7536,donestebancigars.com,yes,,
6180,Hemingway's Wine Beer and Cigar Bar,Tavares,FL,contact form,,https://tavareswinebar.com/contact,,,(352) 508-9771,Tavareswinebar.com,yes,yes,
6124,GarVino's Cigars,The Villages,FL,contact form,,http://www.garvinos.com/contact.html,https://www.facebook.com/GarVinos,,(352) 430-1435,garvinos.com,yes,yes,
610,MC Cigar Shop and Lounge,Valrico,FL,email,angel@delgadillocigars.com,,,,(813) 571-7500,mccigarlounge.com,yes,yes,
6803,Shore Thing Cigars,Watersound,FL,email,room319@shorethingcigars.com,,,,(850) 213-3750,shorethingcigars.com,yes,yes,
1992,Cigars of Wellington,Wellington,FL,contact form,,https://www.cigarsofwellington.com/contact-us,https://www.facebook.com/WellyCigars,https://www.instagram.com/wellycigars/,(561) 753-4558,CigarsofWellington.com,yes,yes,
1748,Jimmy's Cigar Lounge,West Melbourne,FL,contact form,,https://jimmyscigarlounge.com/contact#hero,,,(321) 727-0399,jimmyscigarlounge.com,yes,yes,
865,The Cigar Room,Zephyrhills,FL,phone,,,,,(813) 782-3030,thecigarroom301.com,yes,yes,
6839,Billows Cigar Haven,Albany,GA,email,billowscigar@gmail.com,,,,(229) 573-7353,billowscigarhaven.com,yes,yes,
8198,Continent Restaurant & Cigar Lounge,Atlanta,GA,email,info@thecontinentatlanta.com,,,,(404) 228-2027,thecontinentatlanta.com,yes,yes,
14869,Sheepdog Cigars and Lounge,Blairsville,GA,email,sheepdogcigarsandlounge@gmail.com,,,,(706) 835-1353,sheepdogcigarsandlounge.com,yes,yes,
14866,Smokey Bear Cigars & Cafe,Blue Ridge,GA,facebook,,,https://www.facebook.com/Smokeybearcigars/,https://www.instagram.com/smokeybearcigars/,(706) 619-3717,smokeybearcigars.com,yes,yes,
8305,Ligero Tobacco House,Buford,GA,email,info@ligerotobaccohouse.com,,,,(678) 926-3260,ligerotobaccohouse.com,yes,yes,
14995,Embers Vine Cigar Lounge & Kitchen,Clayton,GA,email,info@embersvine.com,,,,(404) 301-0133,embersvine.com,yes,yes,
7502,Sweetbriar Fine Cigars,Columbus,GA,contact form,,https://sweetbriarcolumbus.com/contact-us/,https://www.facebook.com/sweetbriarsmoke/,,(706) 322-6467,sweetbriarcolumbus.com,yes,,
8175,Cigar Studio 57,Cumming,GA,email,stcigarllc@gmail.com,,,,(770) 844-4224,cigarstudio-57.com,yes,yes,
7804,Smoke City Cigar Lounge,Hampton,GA,email,smokecitycigarlounge@gmail.com,,,,(678) 272-6166,smokecitycigarlounge.com,yes,yes,
8026,The Experience Cigar Lounge,Hephzibah,GA,email,info@theexperiencecigars.com,https://www.theexperiencecigars.com/contact-360871,https://www.facebook.com/theexperiencecigars,http://instagram.com/experiencecigars,(762) 800-9898,theexperiencecigars.com,yes,yes,
7697,"DD & Company, Inc. ""Smokes Lounge""",Hiram,GA,email,info@ddcigars.com,,,,(678) 567-5666,dallascigars.co,yes,yes,
8218,The Chateau Cigar Lounge,Johns Creek,GA,email,chateaucigarbar@gmail.com,https://thechateaucigarlounge.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.1.6,https://www.facebook.com/ChateauCigarLounge/,https://www.instagram.com/chateaucigarlounge/,(678) 822-0912,thechateaucigarlounge.com,yes,yes,
8274,The Cigar Merchant,Johns Creek,GA,contact form,,https://www.thecigarmerchant.com/contact,,,(770) 552-1942,thecigarmerchant.com,yes,,
7723,The Cigar Cellar,Kennesaw,GA,phone,,,,,(470) 785-4941,cigarcellar.net/reservations,yes,yes,
7795,Acere Cigar,Lithia Springs,GA,email,acerecigar@gmail.com,,,,(770) 726-0015,acerecigar.com,yes,yes,
7912,The Cigar Bank,Mcdonough,GA,contact form,,https://thecigarbank.com/pages/contact,https://www.facebook.com/thecigarbankmcdonough,https://instagram.com/thecigarbankmcdonough?igshid=YmMyMTA2M2Y=,(470) 878-1184,thecigarbank.com,yes,yes,
8065,DAM Fine Cigars,Pooler,GA,phone,,,,,(912) 988-3008,mydamcigars.com,yes,,
8255,Cigar City Club,Sandy Springs,GA,email,alonzo@cigarcityclub.com,,,,(404) 843-8826,cigarcityclub.com,yes,yes,
6997,Tobacco Hub,Savannah,GA,email,tobaccohubsav@gmail.com,,,,(912) 349-1849,tobaccohubsav.com,yes,,
7964,Humidor Cigar Bar & Lounge,Snellville,GA,facebook,,,https://www.facebook.com/Humidorcigarbarandlounge/?epa=SEARCH_BOX,https://instagram.com/humidor_cigar,(470) 203-0737,humidorcigar-bar.com,yes,yes,
7702,Montana Cigar Company,Union City,GA,facebook,,,http://www.facebook.com/montanacigarcompany@Montana_cigar_company,,(770) 487-8345,montanacigarcompany.net,yes,yes,
6791,Stogies Downtown,Valdosta,GA,facebook,,,https://www.facebook.com/724068424339061,https://www.instagram.com/stogiesdowntown,(229) 242-4427,stogiesdowntown.com,yes,yes,
7667,Wesmoke Cigars Shop,Villa Rica,GA,email,ecfaw@gmail.com,,,,(678) 941-3339,wesmokega.com,yes,yes,
8100,Maxwell's Cigar Bar,Woodstock,GA,email,info@maxwellscigarbar.com,,,,(770) 627-2006,MAXWELLSCIGARBAR.COM,yes,yes,
7712,Mr G's Cigar and Tobacco Shop,Woodstock,GA,email,info@mrgscigars.com,https://mrgscigars.com/contact-us/,https://www.facebook.com/MrGsCigars,https://www.instagram.com/mrgscigarshop,(678) 494-6619,mrgscigars.com,yes,yes,
13310,The Cigar Social USA,Davenport,IA,phone,,,,,(563) 551-6242,thecigarsocialqc.com,yes,,
13106,Iowa Cigar Company,West Des Moines,IA,email,info@iowacigar.com,,,,(515) 327-1255,iowacigar.com,yes,yes,
10683,Yellowstone Cigar Company,Idaho Falls,ID,email,info@yellowstonecigarco.com,,,,(208) 419-0603,yellowstonecigarco.com,yes,yes,
10786,Stella's Stogies,Spirit Lake,ID,email,stellasstogies@gmail.com,,,,(208) 262-5868,stellasstogies.com,yes,yes,
10527,The Cigar Silo,Sweet,ID,email,info@thecigarsilo.com,,,,(208) 821-6111,thecigarsilo.com,yes,yes,
16183,"S.T.Cigars, Inc.",Algonquin,IL,contact form,,https://stcigars.com/contact/,,,(847) 458-8644,stcigars.com,yes,,
12503,AP Cigar Co. Alton,Alton,IL,contact form,,https://www.apcigar.co/contact,https://www.facebook.com/apcigaralton,https://www.instagram.com/apcigaralton/,(618) 631-3645,APCIGAR.co,yes,yes,
15922,Arlington Pipe and Cigar Lounge,Arlington Heights,IL,email,info@arlingtoncigar.com,,,,(847) 255-2263,arlingtoncigar.com,yes,yes,
15622,Wild Leaf Tobacco,Aurora,IL,email,info@wildleaftobacco.com,,,,(630) 873-0094,wildleaftobacco.com,yes,,
15936,Puros Birriel Cigars,Berwyn,IL,email,jose.birriel@purosbirriel.com,,,,(773) 330-3004,purosbirriel.com,yes,yes,
15955,Norwood Royal Cigars,Chicago,IL,email,norwoodroyalcigars@gmail.com,https://norwoodroyalcigars.com/contact/,https://www.facebook.com/nrcigars,https://www.instagram.com/norwoodroyalcigars,(773) 853-0894,nrcigars.com,yes,yes,
15942,Ralph's Cigars,Chicago,IL,email,ralphscigars@yahoo.com,,,,(312) 877-5755,ralphcigars.com,yes,,
14013,Goodfellas Fine Cigars,Decatur,IL,email,goodfellasfinecigars@yahoo.com,,,,(217) 422-6383,goodfellasfinecigars.com,yes,yes,
15627,The Place Cigar Club and Lounge,Downers Grove,IL,email,info@theplacedg.com,,,,(630) 239-7177,theplacedg.com,yes,yes,
15726,Old Havana Cigar Shop,Elmhurst,IL,phone,,,,,(331) 225-3579,OldHavanaCigarShop.com,yes,,
14391,The Embassy Cigar Lounge,Flossmoor,IL,phone,,,,,(708) 726-0388,theembassy.vip,yes,yes,
14340,Little Havana Cigar Lounge,Frankfort,IL,email,juanmercedjr@gmail.com,,,,(708) 495-2603,LittleHavanaCigarLounge.com,yes,yes,
15524,Blue Label Lounge,Lockport,IL,email,membership@bluelabelcigarlounge.com,,,,(815) 524-4179,bluelabelcigarlounge.com,yes,yes,
13377,Ash Cigar Lounge,Peoria Heights,IL,email,info@mysite.com,,,,(309) 916-9750,ashcigarlounge.club,yes,yes,
15963,Strike The Box Pipes and Cigars,Rockford,IL,contact form,,https://striketheboxpipeandcigar.com/contact-us,https://facebook.com/StrikeTheBoxPipeandCigar,https://instagram.com/strike.the.box/,(815) 362-4427,striketheboxpipeandcigar.com,yes,yes,
13340,Hickey Brothers Cigar Store,Rock Island,IL,email,mking@hickeybrothers.com,,,,(309) 732-3222,hickeybrothers.com,yes,yes,
14535,The Cigar Box,Carmel,IN,facebook,,,https://www.facebook.com/TheCigarBoxIndy/,https://www.instagram.com/cigarboxindy/,(317) 993-3074,thecigarboxonline.com,yes,yes,
14788,The Bay Cigar Lounge LLC,Clarksville,IN,email,smokinatthebay@gmail.com,,,,(502) 493-7229,thebaycigarlounge.com,yes,yes,
14307,Level Up Cigar Hookah Lounge,Dyer,IN,email,levelup101lounge@gmail.com,,,,(219) 440-7540,levelupsmokelounge.com,yes,yes,
14335,Burn by Rocky Patel Indianapolis,Indianapolis,IN,email,indy@burnbyrockypatel.com,,,,(317) 602-2260,burnbyrockypatel.com/indianapolis,yes,yes,
14523,The Cigar Box Indianapolis,Indianapolis,IN,facebook,,,https://www.facebook.com/TheCigarBoxIndy/,https://www.instagram.com/cigarboxindy/,(317) 841-9992,thecigarboxonline.com,yes,yes,
14739,Match Cigar Bar,Jeffersonville,IN,contact form,,https://www.matchcigarbar.com/contact,https://www.facebook.com/MatchLounge,https://www.instagram.com/matchbourbon812/,(812) 590-2271,matchcigarbar.com,yes,yes,
14532,648 Bourbon and Cigar Lounge,Lafayette,IN,contact form,,https://648bourboncigarlounge.com/contact#,https://www.facebook.com/648Bourbonandclgarlounge,https://www.instagram.com/648bourbonandcigarlounge/,(765) 746-6271,648bourboncigarlounge.com,yes,yes,
14533,Crossroads Cigars,Lafayette,IN,email,crossroadscigars@gmail.com,,,,(765) 269-7102,crossroadscigars.com,yes,yes,
14383,Karma Cigar Bar,Merrillville,IN,email,info@karmacigar.com,,,,(219) 226-3038,karmacigar.com,yes,yes,
16392,The Golden Leaf,Michigan City,IN,phone,,,,,(219) 872-9692,,,yes,
14769,Lit Cigar Bar and Lounge,New Albany,IN,phone,,,,,(812) 590-2323,litcigarbarandlounge.com,yes,yes,
14612,The Office Cigar Shop & Lounge,New Albany,IN,email,tommy@theofficecigarlounge.com,,,,(812) 786-7477,theofficecigarlounge.com,yes,yes,
14489,Villa Havana Cigar Lounge,Plainfield,IN,facebook,,,https://www.facebook.com/wix,https://www.instagram.com/wix,(317) 203-5114,villahavanaplainfield.com,yes,yes,
14493,The Cigar Box Bar & Lounge,Westfield,IN,facebook,,,https://www.facebook.com/TheCigarBoxIndy/,https://www.instagram.com/cigarboxindy/,(317) 804-2369,thecigarboxonline.com,yes,yes,
11694,Hutch Humidor,Hutchinson,KS,contact form,,https://hutchhumidor.com/contact,,,(620) 500-2200,hutchhumidor.com,yes,yes,
11980,Fireside Cigar,Olathe,KS,contact form,,https://firesidecigar.com/contact#,,,(913) 839-9051,firesidecigar.com,yes,,
11974,Cigar and Tabac,Overland Park,KS,email,cigarandtabac@gmail.com,,,,(913) 381-5597,cigarandtabacltd.com,yes,yes,
12045,Outlaw Cigar Co,Overland Park,KS,email,outlaw@outlawcigar.com,,,,(913) 814-9000,outlawcigar.com,yes,,
11530,Big Booty Trudy's Speakeasy and Cigar Bar,Salina,KS,email,bigbootytrudysalina@gmail.com,,,,(785) 833-2022,bigbootytrudys.com,yes,yes,
11412,Cigar Chateau & Gifts,Wichita,KS,contact form,,https://cigarchateau.com/contact/,https://www.facebook.com/Cigar-Chateau-Gifts-309156389179858/,https://www.instagram.com/cigarchateau/?hl=en,(316) 636-2433,cigarchateau.com,yes,,
11413,The Humidor Cocktail Lounge,Wichita,KS,email,westsidehumidor1@gmail.com,,,,(316) 440-4890,westsidehumidor1.com,yes,yes,
15022,Leaf & Barrel Cigar and Bourbon Lounge,Georgetown,KY,contact form,,https://leafandbarrellounge.com/contact-us/,https://www.facebook.com/LeafBarrel,,(502) 642-8044,leafandbarrellounge.com,yes,yes,
15003,Jake's Cigar Bar,Nicholasville,KY,email,info@jakescigarbar.com,,,,(859) 273-0351,jakescigarbar.com,yes,yes,
13948,The House of Ross Coffee Bar and Cigar Lounge,Paducah,KY,contact form,,https://www.thehouseofross.org/contact.html,https://www.facebook.com/TheHouseofRossCoffeeBar,https://www.instagram.com/the.house.of.ross/,(270) 415-5824,thehouseofross.org,yes,yes,
7279,Tobacco House,Bossier City,LA,contact form,,https://tobaccohouse.us/contact/,https://www.facebook.com/TobaccoHouseShreveportLA,https://www.instagram.com/tobaccohouse99/,(318) 746-7700,tobaccohouse.us,yes,yes,
6002,Cigar Merchant LLC,Lafayette,LA,phone,,,,,(337) 233-9611,cigarmerchantlafayette.com,yes,,
5970,Big Easy Cigar Lounge,Metairie,LA,email,bigeasycigarsla@gmail.com,,,,(504) 252-9789,bigeasycigarslounge.com,yes,yes,
6023,La Cigar Collective,Metairie,LA,email,help@lacigarcollective.com,,,,(504) 354-8619,LACigarCollective.com,yes,yes,
6316,Cuban Creations Cigar Bar,New Orleans,LA,email,sales@cigarbarnola.com,,,,(504) 372-4838,cigarbarnola.com,yes,yes,
7157,Havana Cigar and Sports Bar,Shreveport,LA,contact form,,https://www.havanasportscigar.com/contact#page,https://www.facebook.com/HavanaShreveport/,,(318) 208-8699,havanasportscigar.com,yes,yes,
7124,Tobacco House #6,Shreveport,LA,contact form,,https://tobaccohouse.us/contact/,https://www.facebook.com/TobaccoHouseShreveportLA,https://www.instagram.com/tobaccohouse99/,(318) 683-0069,tobaccohouse.us,yes,yes,
22440,Original Seed Cigar & Lounge,Adams,MA,email,originalseed413@gmail.com,,,,(413) 749-7190,originalseedcigar.com,yes,yes,
22813,Boston Cigar Lounge,Boston,MA,email,contactus@bostoncigarclub.com,,,,(617) 242-6010,bostoncigarclub.com,yes,yes,
22845,Elements Cigar / Hookah Lounge,Everett,MA,phone,,,,,(617) 778-8193,elementscigarlounge.com,yes,yes,
22644,C.B. Perkins Cigar Lounge & Bar,Hyannis,MA,phone,,,,,(508) 444-2029,cbperkinscigars.com,yes,yes,
22881,Cigar and Lounge,Watertown,MA,contact form,,https://www.cigarandlounge.com/contact,,https://www.instagram.com/p/DCcQm-vSWNC/,(617) 393-1645,cigarandlounge.com,yes,yes,
20319,Chesapeake Pipe & Cigar,Annapolis,MD,email,mike@chesapeakepipeandcigar.com,,,,(443) 949-9004,chesapeakepipeandcigar.com,yes,yes,
20136,Davidus Cigars,Ashton,MD,phone,,,,,(301) 260-0788,davidus.com,yes,,
20019,Veterans Cigar Club,Clinton,MD,email,veteranscigarclub@gmail.com,,,,(240) 244-5700,veteranscigarclub.com,yes,yes,
20173,Humidour Cigar Shoppe,Cockeysville,MD,email,finnie@humidour.com,,,,(410) 666-3212,humidour.com,yes,yes,
18452,Queen City Cigar Company,Cumberland,MD,email,qccigarcompany@gmail.com,,,,(301) 338-7999,queencitycigarcompany.com,yes,yes,
20179,Easton Cigar and Smoke Shop,Easton,MD,contact form,,https://eastoncigarsmokeshop.com/contact/,https://facebook.com/eastoncigar,https://instagram.com/EASTONCIGAR,(410) 770-5084,eastoncigarsmokeshop.com,yes,yes,
20265,Aphelion Cigar Lounge,Gambrills,MD,email,info@aphelioncigar.com,,,,(410) 721-1700,aphelioncigarlounge.com,yes,yes,
20264,Titan Cigar Shop and Lounge,Gambrills,MD,email,mytitancigar@gmail.com,,,,(410) 721-0100,TitanCigar.com,yes,yes,
20348,Cigar and Smoke Shop,Hanover,MD,email,cigarandsmokeshop@gmail.com,,,,(443) 755-5141,cigarandsmokeshop.com,yes,,
20312,Tobacco Leaf,Jessup,MD,email,info@tobaccoleafmd.com,,,,(410) 799-2094,tobaccoleafmd.shop,yes,yes,
20007,Senor Cigar's,Ocean City,MD,email,smokin@senorcigars.com,,,,(410) 524-2069,senorcigars.com,yes,yes,
23090,Cigaret Shopper,Houlton,ME,email,info@cigaretshopper.com,https://www.cigaretshopper.com/contact/,https://www.facebook.com/CigaretShopper,https://www.instagram.com/cigaret_shopper/?hl=en,(207) 532-7207,cigaretshopper.com,yes,yes,
23103,Cigaret Shopper,Lincoln,ME,email,info@cigaretshopper.com,https://www.cigaretshopper.com/contact/,https://www.facebook.com/CigaretShopper,https://www.instagram.com/cigaret_shopper/?hl=en,(207) 794-3801,cigaretshopper.com,yes,yes,
23050,Cigaret Shopper,Portland,ME,email,info@cigaretshopper.com,https://www.cigaretshopper.com/contact/,https://www.facebook.com/CigaretShopper,https://www.instagram.com/cigaret_shopper/?hl=en,(207) 772-2709,cigaretshopper.com,yes,yes,
23086,Cigaret Shopper,Waldoboro,ME,email,info@cigaretshopper.com,https://www.cigaretshopper.com/contact/,https://www.facebook.com/CigaretShopper,https://www.instagram.com/cigaret_shopper/?hl=en,(207) 832-7580,cigaretshopper.com,yes,yes,
23087,Cigaret Shopper,Windham,ME,email,info@cigaretshopper.com,https://www.cigaretshopper.com/contact/,https://www.facebook.com/CigaretShopper,https://www.instagram.com/cigaret_shopper/?hl=en,(207) 892-8923,cigaretshopper.com,yes,yes,
16559,Chaloner & Co,Adrian,MI,email,info@chalonerscigarhouse.com,,,,(517) 263-9803,chalonerscigarhouse.com,yes,yes,
17329,Havana Dan's Cigar Bar,Bay City,MI,email,info@whcmi.com,,,,(989) 778-2349,libertyharboreventcenter.com/havana-dans,yes,yes,
17334,Timothy's Fine Cigars,Bay City,MI,email,tfcbaycity@gmail.com,,,,(989) 894-6673,timothysfinecigars.com,yes,yes,
17032,Churchills Bistro Cigar Bar,Birmingham,MI,contact form,,https://www.churchillscigarbar.com/contact/,https://www.facebook.com/churchillsbirmingham/,https://www.instagram.com/churchillsbistro/?hl=en,(248) 647-4555,churchillscigarbar.com,yes,yes,
16961,Byrd's Cigar Lounge,Detroit,MI,email,steven@byrdscigarlounge.com,,,,(313) 466-2287,Byrdscigarlounge.com,yes,yes,
16889,Puff Puff Tobacco,East Lansing,MI,contact form,,https://www.puffpufftobacco.com/contact-us,https://www.facebook.com/1puffpuff/,https://www.instagram.com/puffpufftobacco/,(517) 483-2166,puffpufftobacco.com,yes,,
16825,Secreto Cigar Bar,Ferndale,MI,facebook,,,https://m.facebook.com/SecretoCigarBar?,https://www.instagram.com/secretocigarbar?igsh=MTVxZmZ0bHk4dG1idQ%3D%3D&utm_source=qr,(248) 542-4427,secretocigarbar.com,yes,yes,
17326,O Cigar Bar,Lake Orion,MI,email,info@ocigarbar.com,,,,(248) 690-7040,ocigarbar.com,yes,yes,
16869,Puff Puff Tobacco,Lansing,MI,contact form,,https://www.puffpufftobacco.com/contact-us,https://www.facebook.com/1puffpuff/,https://www.instagram.com/puffpufftobacco/,(517) 580-8612,puffpufftobacco.com,yes,,
16763,Puff Puff Tobacco,Lansing,MI,contact form,,https://www.puffpufftobacco.com/contact-us,https://www.facebook.com/1puffpuff/,https://www.instagram.com/puffpufftobacco/,(517) 708-7973,puffpufftobacco.com,yes,,
16730,Northville Cigar Lounge,Northville,MI,contact form,,https://www.northvillecigarlounge.com/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=6.0.6,https://www.facebook.com/pages/Northville-Cigar-Lounge/354066048077960,,(248) 924-3777,northvillecigarlounge.com,yes,yes,
17376,The Godfather Cigar Martini Lounge,Rochester Hills,MI,email,marty@tgfcigar.com,,,,(248) 652-1400,Tgfcigar.com,yes,yes,
19433,Don Christo's Cigar Room,Shelby Twp,MI,email,donchristoscigar@yahoo.com,,,,(586) 580-3546,donchristos.com,yes,yes,
16404,On the River Tavern & Mo’s Cigar Bar,St Joseph,MI,email,tavernotr600@gmail.com,https://sjotr.com/page/contact-us,https://www.facebook.com/OnTheRiverTavernSJ,,(269) 983-6878,sjotr.com,yes,yes,
16832,Puff Puff Tobacco,Walker,MI,contact form,,https://www.puffpufftobacco.com/contact-us,https://www.facebook.com/1puffpuff/,https://www.instagram.com/puffpufftobacco/,(616) 284-8735,puffpufftobacco.com,yes,,
16661,Belicoso Cafe Martini & Wine Cigar Bar,Wyandotte,MI,contact form,,https://belicosocafe.com/contact-us/,https://www.facebook.com/belicosocafe/,https://www.instagram.com/belicosocafe/,(734) 282-2244,belicosocafe.com,yes,yes,
13445,Burn Premium Cigar Specialists,Burnsville,MN,contact form,,https://burncigars.com/index.cfm/contact-us,https://www.facebook.com/burn.cigars,,(952) 808-9259,burncigars.com,yes,,
13380,Hutch Tobacco Cigars & E-Cigs.,Hutchinson,MN,contact form,,https://www.smokeshophutchinson.com/contact,https://facebook.com/hutchinsontobacco,,(320) 455-9021,smokeshophutchinson.com,yes,,
13434,Tobacco Grove,Maple Grove,MN,email,info@tobaccogrove.com,,,,(763) 494-6688,tobaccogrove.com,yes,,
41226,Minnoco Tobacco,New Brighton,MN,phone,,,,,(651) 340-2950,minnocotobacco.com,yes,,
12311,Triple Leaf Cigar,Ballwin,MO,email,contact@tripleleafcigar.com,,,,(636) 220-4750,tripleleafcigar.com,yes,yes,
12244,Cyns Cigar Lounge,Kansas City,MO,email,smoore@cynscigarlounge.com,,,,(847) 858-4031,cynscigarlounge.com,yes,yes,
12333,The Outlaw Cigar Company,Kansas City,MO,email,outlaw@outlawcigar.com,,,,(816) 505-2442,outlawcigar.com,yes,,
12261,Oak & Ember Cigar and Bourbon Lounge,Laurie,MO,email,taverntrattoria@gmail.com,,,,(636) 675-4330,taverntrattoria.com/oak-and-ember-cigar-and-bourbon-lounge,yes,yes,
12005,Stoke & Oak Cigars,Park Hills,MO,phone,,,,,(573) 327-9417,stokeandoakcigars.square.site,yes,,
12457,LIT Pipe and Cigar,St Charles,MO,email,smoke@litstl.com,,,,(636) 946-6899,litstc.com,yes,yes,
12520,Ash Cigar & Bar Lounge,St Louis,MO,email,info@ashcigarstl.com,,,,(314) 260-9819,ashcigarstl.com,yes,yes,
12336,The Hill Cigar Co,St Louis,MO,email,tran@hillcigarco.com,,,,(314) 776-4455,hillcigarco.com,yes,yes,
12584,"""The CELLAR"" a Cigar Bar",St. Louis,MO,email,info@thecellarcigarlounge.com,,,,(314) 346-0117,thecellarcigarlounge.com,yes,yes,
12200,Bootleggers Cigars & Apothecary,Washington,MO,email,billsieving@bootleggersbarn.com,,,,(636) 432-1267,bootleggerscigarsandapothecary.com,yes,,
12217,Weston Tobacco,Weston,MO,email,zeb@westontobacco.com,,,,(816) 386-4086,westontobacco.com,yes,,
7327,Havana and Humidor Cigars,Brandon,MS,phone,,,,,(601) 981-2222,humidorandhavana.com,yes,yes,
13695,Spring Street Cigars,Corinth,MS,email,contactus@springstreetcigars.com,,,,(662) 331-5962,springstreetcigars.com,yes,,
6682,Flames Cigar Lounge,Hattiesburg,MS,contact form,,https://www.flamescigarlounge.com/contact,,,(769) 241-1318,flamescigarlounge.com,yes,yes,
6679,Spring Street Cigars,Hattiesburg,MS,email,contactus@springstreetcigars.com,,,,(601) 336-7875,springstreetcigars.com,yes,,
7181,Spring Street Cigars,Jackson,MS,email,contactus@springstreetcigars.com,,,,(601) 203-2881,springstreetcigars.com,yes,,
7288,Spring Street Cigars,Meridian,MS,email,contactus@springstreetcigars.com,,,,(601) 512-2270,springstreetcigars.com,yes,,
6574,Coast Cigars & Lounge,Ocean Springs,MS,email,eandscigars@gmail.com,,https://www.facebook.com/CoastCigarco/,,(228) 215-0846,coastcigarsandlounge.com,yes,yes,
11918,Spring Street Cigars,Olive Branch,MS,email,contactus@springstreetcigars.com,,,,(662) 253-8071,springstreetcigars.com,yes,yes,
7421,Spring Street Cigars,Tupelo,MS,email,contactus@springstreetcigars.com,,,,(662) 842-6777,springstreetcigars.com,yes,,
17907,The Cigar Shop Aberdeen,Aberdeen,NC,email,cigarnate@thecigarshop.com,,https://www.facebook.com/groups/208421689717793,https://www.instagram.com/TheCigarShopLLC,(910) 944-7665,thecigarshop.com,yes,,
17452,B and B Tobacconists,Asheville,NC,email,bbtstaff377@gmail.com,https://www.bbtobacconists.net/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.7.4,https://www.facebook.com/cigarzz,https://www.instagram.com/bbtobacconists,(828) 253-8822,bbtobacconists.net,yes,,
17482,Carolina Cigar Company,Asheville,NC,facebook,,,http://www.facebook.com/wix,https://instagram.com/wix/,(828) 281-1500,carolinacigarcompany.com,yes,,
17982,Absolute Cigars NC,Cary,NC,email,sales@absolutecigarsnc.com,http://absolutecigarsnc.com/contact/,https://www.facebook.com/profile.php?id=100091987868493,https://www.instagram.com/absolutecigarsnc/,(919) 468-3999,absolutecigarsnc.com,yes,,
17421,City Cigar Co,Charlotte,NC,email,info@citycigarco.com,,,,(704) 443-7203,citycigarco.com,yes,,
17420,The Vintage Whiskey & Cigar Bar,Charlotte,NC,email,info@thevintageclt.com,,,,(704) 931-3636,thevintageclt.com,yes,yes,
17432,Tobacco Trader,Charlotte,NC,email,tobaccotradercigars@gmail.com,,,,(704) 588-0440,tobaccotradercigars.com,yes,,
17551,Cornelius Humidor and Tobacco,Cornelius,NC,phone,,,,,(980) 689-2831,corneliushumidortobacco.net,yes,,
18188,Smoking Bull Cigar Lounge,Durham,NC,phone,,,,,(919) 908-8982,smokingbullcigar.com,yes,yes,
